_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3183594,-3646531390,23170856,0,2023-10-27T13:02:00,"600 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9998 Overdose Other,1915,,,,
3183595,325222604,23179360,6,2023-11-11T13:30:00,"6600 Block Lyric St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1203,9,2,-79.90520063595015,40.46464200383752
3183596,325223469,23179375,10,2023-11-11T18:11:00,"700 Block Maginn Ave Pittsburgh, PA 15214",Y,Perry South,1,SIMPLE ASSAULT,2701 Simple Assault.,2615,,,,
3183597,325223555,23179319,14,2023-11-11T13:00:00,"2900 Block Stayton St Pittsburgh, PA 15212",Y,Brighton Heights,1,CRIM MISCHIEF,3304 Criminal Mischief.,2701,1,1,-80.02748490658558,40.471360473443454
3183598,325223577,23179328,99,2023-11-11T17:00:00,"700 Block I-376 Brg Pittsburgh, PA 15222",N,Central Business District,3,MENTAL 201/302,9498 302 (Mental),201,,,-80.01017248582421,40.43941352013656
3183599,325223672,23179380,99,2023-11-11T18:20:00,"20 Block Compromise St Pittsburgh, PA 15212",N,Brighton Heights,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2701,,,,
3183600,325225409,23175123,99,2023-10-30T18:18:00,"1100 Block N Murtland St Pittsburgh, PA 15208",N,Homewood West,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1207,9,2,-79.90037203386882,40.46038461103399
3183601,325225961,23179447,99,2023-11-11T21:17:00,"1800 Block Walz St Pittsburgh, PA 15212",N,Spring Hill-City View,1,AIDED CASE,9497 Aided Case,2620,1,1,-79.99104354912424,40.464626358750806
3183602,323995645,23169397,99,2023-10-25T06:32:00,"900 Block Watson St Pittsburgh, PA 15219",Y,Bluff,2,AIDED CASE,9497 Aided Case,103,6,6,-79.99177070369822,40.43840495895105
3183603,-3530573579,23169402,6,2023-10-25T04:00:00,"2400 Block Spring St Pittsburgh, PA 15210",N,Arlington,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief. / 901 Criminal Attempt,1603,7,6,-79.98028835321243,40.453121762750115
3183604,324010734,23168947,0,2023-10-24T12:05:00,"Grant  Ave & Wilson St Pittsburgh, PA 15223",N,Outside City,OSC,99,9999 9999 - (Misc. Incident): ,5599,,,-79.94910726715284,40.504130452103006
3183605,-3646531338,23169460,6,2023-10-25T07:00:00,"3200 Block Jane St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1608,3,3,-79.96273114143982,40.42197855699228
3183606,324034169,23169508,0,2023-10-25T08:30:00,"400 Block Grant St Pittsburgh, PA 15219",N,Central Business District,2,99,620.03 (a) Graffiti - Prohibited Acts: No person may apply graffiti on city owned property or w/o permission of non-city own property,201,6,6,-79.99749861293125,40.43837909485443
3183607,324045122,23169623,99,2023-10-25T14:45:00,"300 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),705,,,,
3183608,324067874,23170010,6,2023-10-26T04:34:00,"200 Block Orchard Pl Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,3001,,,-80.07968189506212,40.3179535547693
3183609,324078501,23162196,26,2023-10-24T16:00:00,"7300 Block Hermitage St Pittsburgh, PA 15208",Y,Homewood North,5,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,1302,9,2,-79.89302065755855,40.45969890671684
3183610,324078989,23137706,26,2023-10-24T18:45:00,"500 Block Ridgemont Dr Pittsburgh, PA 15220",Y,Ridgemont,6,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,2016,2,5,-80.03700280736832,40.43180306642324
3183611,324862132,23176838,6,2023-11-07T06:00:00,"1500 Block Wareman Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1918,4,5,-80.01130799509163,40.389268849079606
3183612,325273364,23179976,0,2023-11-12T22:40:00,"1000 Block Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715,1,1,-80.02762362140437,40.478954646874584
3183613,325274733,23180027,10,2023-11-13T01:45:00,"600 Block Pressley St Pittsburgh, PA 15212",Y,East Allegheny,1,SIMPLE ASSAULT,2701 Simple Assault.,2304,1,1,-79.99867967214155,40.45221882271537
3183614,324032831,23169575,0,2023-10-25T13:00:00,"100 Block Shetland St Pittsburgh, PA 15206",N,Larimer,5,99,9999 9999 - (Misc. Incident): ,1204,9,2,-79.91217889868804,40.466187487622555
3183615,324034897,23169516,6,2023-10-25T11:04:00,"Renova St & 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,5,3,-79.93908809628395,40.40082657591033
3183616,324038000,23167508,6,2023-10-21T20:18:00,"1100 Block W North Ave Pittsburgh, PA 15233",Y,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,2018,,,,
3183617,324049516,23169653,0,2023-10-25T15:33:00,"20 Block Bracey Ct Pittsburgh, PA 15221",N,East Hills,OSC,99,9999 9999 - (Misc. Incident): ,1306,9,2,-79.86786140284477,40.455697958255804
3183618,324054024,23169743,99,2023-10-25T17:34:00,"60 Block Emerald Sq Pittsburgh, PA 15210",N,Allentown,3,MENTAL 201/302,9498 302 (Mental),1803,,,,
3183619,324060729,23169867,6,2023-10-25T16:00:00,"700 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2020,2,5,-80.0390255071522,40.445067676251256
3183620,324061033,23169889,99,2023-10-25T19:00:00,"E Warrington Ave & Arlington Ave Pittsburgh, PA 15210",N,Allentown,3,FOUND PROPERTY,9489 Found Property,1803,3,5,-79.99232844308834,40.42181623405809
3183621,324081020,23170076,0,2023-10-26T08:39:00,"W North Ave Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2206,1,1,-80.01409770909618,40.45406493994968
3183622,324089908,23170084,99,2023-10-26T10:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3183623,324585659,23174222,27,2023-11-02T11:03:00,"Rialto St & Ley St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2406,1,1,-79.98177944225453,40.4659894634469
3183624,324585784,23174257,0,2023-11-02T12:20:00,"7400 Block Monticello Pittsburgh, PA 15208",N,Homewood North,5,99,9994 PFA Service,1301,9,2,-79.89101592590679,40.45832160613011
3183625,324587164,23174238,99,2023-11-02T11:35:00,"1800 Block Ley St Pittsburgh, PA 15212",N,Troy Hill,1,FOUND PROPERTY,9489 Found Property,2406,1,1,-79.98233530383327,40.464749216911706
3183626,324587245,23174251,0,2023-11-02T11:45:00,"1200 Block Chislett St Pittsburgh, PA 15206",N,Morningside,5,99,9993 PFA Service with Weapons Supplement,1014,7,2,-79.92818825562415,40.47953984066514
3183627,324594092,23174298,0,2023-11-02T13:15:00,"7200 Block Mt Vernon St Pittsburgh, PA 15208",N,Homewood North,5,99,9994 PFA Service,1302,9,2,-79.89440108300467,40.46119407835219
3183628,324594948,23174243,0,2023-11-02T10:54:00,"4500 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): Accident,901,7,2,-79.9590062168043,40.47210541039599
3183629,324600299,23174304,27,2023-11-01T08:00:00,"100 Block Amabell St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1903,2,5,-80.01380707039465,40.43548814460463
3183630,324624557,23174493,99,2023-11-02T20:17:00,"Bausman St & Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Bon Air,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 1301 Registration and Certificate of Title Required.,1806,4,5,-80.00607064470294,40.41107707940415
3183631,324628781,23174574,6,2023-11-02T23:00:00,"Warfield St & Progress St Pittsburgh, PA 15212",N,North Shore,1,THEFT FROM AUTO,3934 Theft from Vehicle,2205,1,1,-79.99453477337359,40.45188064779191
3183632,324632263,23174603,27,2023-11-03T00:40:00,"2800 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.97607580790097,40.45750970289401
3183633,324233353,23171350,21,2023-10-28T07:04:00,"Bigelow Blvd & Herron Ave Pittsburgh, PA 15219",Y,Strip District,2,DUI - DRUG - IMPAIRED ABILITY,3802(d)(2) DUI - Drug - Impaired Ability / 3743 Accidents Involving Damage to Attended Veh. or Property / 1311 Registration Card to be Signed and Exhibited on Demand. / 1511 Carrying and Exhibiting Driver's License on Demand. / 3736 Reckless Driving / 9134 Pedestrian Hit by Vehicle/Non-Reportable Accident / 3353 Prohibitions in Specified Places. / 3354 Additional Parking Regulations.,203,7,6,-79.9659415888294,40.45574331698728
3183634,324233934,23171482,27,2023-10-27T21:46:00,"4200 Block Bessemer St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,902,7,2,-79.95804144321689,40.468846141169585
3183635,324240492,23171501,29,2023-10-28T13:43:00,"100 Block Anita Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1414,5,3,-79.91683296936478,40.42599465206942
3183636,324240862,23171583,99,2023-10-28T16:25:00,"2800 Block Bergman St Pittsburgh, PA 15204",Y,Sheraden,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2018,2,5,-80.05274327241594,40.454377924337344
3183637,324241867,23171644,6,2023-10-28T18:45:00,"100 Block Ormbsy Ave Pittsburgh, PA 15210",N,Outside City,OSC,THEFT,3921 Theft by Unlawful Taking or Disposition. / 9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,,
3183638,-3518603398,23171624,99,2023-10-28T18:14:00,"90 Block Lebanon Rd Pittsburgh, PA 15207",N,Lincoln Place,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,3102,5,3,-79.92681608303212,40.37663233757381
3183639,324243028,23171450,15,2023-10-28T13:10:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 4703 Operation of Vehicle without Official Certif. of Inspection / 4581 Restraint Systems. / 907 Possessing Instruments of Crime. / 4706 Prohib. on Expend. for Emission Insp Prog..,1203,9,2,-79.90861667551917,40.470305633259095
3183640,324244103,23171718,6,2023-10-28T20:50:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Strip District,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,203,,,,
3183641,324248521,23171828,0,2023-10-29T00:52:00,"100 Block Rhine Pl Pittsburgh, PA 15212",Y,Spring Hill-City View,1,99,9093 Indirect Criminal Contempt,2620,1,1,-79.99204184514898,40.46535964895462
3183642,324249390,23171860,0,2023-10-29T01:47:00,"Isabella St & Sandusky St S Pittsburgh, PA 15212",N,North Shore,1,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,2205,1,6,-80.00205842949909,40.4479381002153
3183643,324249564,23171884,27,2023-10-29T02:31:00,"5th Ave & Oakland Ave Pittsburgh, PA 15213",N,West Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,402,3,3,-79.95785718995548,40.442218769000405
3183644,324253929,23171966,18,2023-10-29T06:30:00,"5th Ave & Penn Ave Pittsburgh, PA 15208",Y,Larimer,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,1208,9,3,-79.91242691219192,40.45404527057683
3183645,324079490,23170060,26,2023-10-28T10:45:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.99318468129471,40.43507182089466
3183646,324079753,23170062,26,2023-10-27T10:00:00,"700 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.99459104985328,40.435334670473395
3183647,324083500,23170063,26,2023-11-04T09:00:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.99318468129471,40.43507182089466
3183648,324086170,23170064,0,2023-10-28T07:00:00,"300 Block Boulevard of the Allies Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): SVP Community Notification,201,6,6,-80.00185666391744,40.43809912247293
3183649,324125801,23170295,14,2023-10-26T14:45:00,"800 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201,6,6,-79.99891918859558,40.442686358914685
3183650,324130715,23170472,0,2023-10-26T19:25:00,"300 Block Herschel St Pittsburgh, PA 15220",N,Elliott,6,99,9994 PFA Service,2020,2,5,-80.0366007039509,40.43774074851092
3183651,324132754,23169913,0,2023-10-25T23:29:00,"200 Block Smithfield St Pittsburgh, PA 15219",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-79.999714719076,40.437901443890276
3183652,324134565,23170480,99,2023-10-26T19:40:00,"9th  Ave & Penn  Ave Pittsburgh, PA 15222",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.99834797103081,40.44375079055259
3183653,324140930,23170578,10,2023-10-27T00:21:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 9501 Bench Warrant",1702,3,3,-79.98331001737412,40.42869280365664
3183654,324113897,23170199,23,2023-10-26T12:10:00,"4400 Block Centre Ave Pittsburgh, PA 15213",Y,North Oakland,4,PUBLIC DRUNKENESS,5505 Public Drunkenness,403,8,3,-79.95358261745916,40.4511859232577
3183655,324118720,23170305,0,2023-10-26T14:58:00,"3400 Block Gass Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9994 PFA Service,2703,1,1,-80.03467215284965,40.47707432984674
3183656,324126344,23170369,27,2023-10-26T15:45:00,"Mckessrocks Brg Pittsburgh, PA 15212",Y,Chateau,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,,,,
3183657,-3712002493,23170656,99,2023-10-27T05:38:00,"800 Block Gross St Pittsburgh, PA 15224",N,Bloomfield,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,804,7,2,-79.94838960926862,40.45740529061092
3183658,324173837,23170354,27,2023-10-26T18:30:00,"90 Block Courtland St Pittsburgh, PA 15207",N,Hazelwood,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1501,,,,
3183659,324175140,23170682,15,2023-10-27T06:53:00,"500 Block Russellwood  Ave McKees Rocks, PA 15136",Y,Outside State,OSC,PROHIBITED OFFENSIVE WEAPONS,908 Prohibited Offensive Weapons. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 907 Possessing Instruments of Crime.,7799,,,-80.07130840064936,40.47003989331168
3183660,324179378,23168936,6,2023-10-23T22:30:00,"100 Block 6th St Pittsburgh, PA 15222",N,Central Business District,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-80.00274190443444,40.44404737191309
3183661,323321614,23163742,5,2023-10-15T02:20:00,"4400 Block Coleridge St Pittsburgh, PA 15201",N,Stanton Heights,5,BURGLARY,3502 Burglary.,1005,9,2,-79.94159313276457,40.479767335542675
3183662,323324581,23163786,2,2023-10-15T05:59:00,Zone 5,Y,,5,RAPE,3121 Rape. / 2701 Simple Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,,,,,
3183663,323333007,23163849,6,2023-10-15T10:26:00,"900 Block Mina St Pittsburgh, PA 15212",Y,Spring Hill-City View,5,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2709.2 Stalking Conduct or Repeatedly Communicates",1306,1,1,-79.99918753733449,40.468957427087126
3183664,323349979,23164033,0,2023-10-15T18:45:00,"6000 Block Stanton Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): Missing Person,1113,,,,
3183665,324648289,23174735,6,2023-11-03T08:00:00,"300 Block North Shore Dr Pittsburgh, PA 15233",N,Knoxville,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3001,,,,
3183666,324684550,23175040,27,2023-11-03T18:15:00,"Frankstown Ave & Hale St Pittsburgh, PA 15221",N,Homewood North,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1301,9,2,-79.88643998499276,40.455158689283515
3183667,324686030,23175058,0,2023-11-03T18:46:00,"1100 Block Marshall Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,8106 Shots Fired,2704,1,1,-80.02505084614484,40.46688375306826
3183668,324689642,23175147,10,2023-11-03T21:56:00,"600 Block Southcrest Dr Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT,2701 Simple Assault.,1917,4,5,-80.0135510668833,40.407820452838
3183669,324709413,23175307,3,2023-11-04T07:15:00,"200 Block Dengler St Pittsburgh, PA 15210",Y,Arlington,3,ROBBERY,"3701 Robbery. / 2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2902 Unlawful Restraint. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1603,3,3,-79.96766444316566,40.41553944521761
3183670,-3533165292,23172031,0,2023-10-28T22:45:00,"60 Block Bedford Sq Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): Criminal Mischief,1702,,,,
3183671,-3615033125,23172046,6,2023-10-29T11:20:00,"100 Block Crawford St Pittsburgh, PA 15219",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,201,,,,
3183672,324260787,23171412,10,2023-10-28T10:29:00,"4000 Block Vinceton St Pittsburgh, PA 15214",N,Perry North,1,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 5101 Obstructing Admin. of Law ,2602,1,1,-80.02273330391515,40.49048345254006
3183673,324262308,23172051,0,2023-10-29T11:29:00,"1300 Block Federal St N Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2206,1,1,-80.00680003032117,40.45679690460473
3183674,324262810,23172083,99,2023-10-29T12:41:00,"Watson St & Pride St Pittsburgh, PA 15219",N,Bluff,2,FOUND PROPERTY,9489 Found Property / 9998 Overdose Other,103,6,3,-79.98508823003908,40.43812222082593
3183675,324270226,23172181,10,2023-10-29T16:40:00,"6600 Block Deary St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct,1203,9,2,-79.90387610264754,40.46593488774206
3183676,324271962,23171560,24,2023-10-28T17:06:00,"800 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,3,-79.9908939455234,40.42809192580887
3183677,324273573,23171829,6,2023-10-29T00:51:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.98187231372171,40.42859317552536
3183678,324274088,23171845,24,2023-10-29T01:26:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct.,1702,3,3,-79.98331001737412,40.42869280365664
3183679,324274870,23172312,99,2023-10-29T21:00:00,"800 Block Cherokee St Pittsburgh, PA 15219",Y,Upper Hill,2,MENTAL 201/302,9498 302 (Mental),506,6,3,-79.96087253167305,40.4513440792621
3183680,324308865,23171985,6,2023-10-28T08:00:00,"3300 Block Hamlet St Pittsburgh, PA 15213",N,South Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,409,6,3,-79.9628328758544,40.435731790168354
3183681,324315489,23172534,6,2023-10-30T08:30:00,"800 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,4,5,-80.01241499339191,40.41849774794243
3183682,324159931,23170692,26,2023-10-26T17:30:00,"6900 Block Lemington Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1201,9,2,-79.90443413594387,40.474002510850674
3183683,324183044,23170810,27,2023-10-24T14:00:00,"Glenwood Brg & 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1515,5,3,-79.93764262825023,40.40006827166052
3183684,324188516,23170873,0,2023-10-24T17:30:00,"300 Block Grant St Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.997930134059,40.43781247850115
3183685,324188799,23170886,0,2023-10-27T13:30:00,"100 Block Kilmer St Pittsburgh, PA 15221",N,East Hills,5,99,9993 PFA Service with Weapons Supplement,1306,9,2,-79.87472834996828,40.457498292394966
3183686,324196399,23170921,27,2023-10-27T13:00:00,"4500 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,507,8,3,-79.95304404664091,40.45139848911435
3183687,324199383,23170950,4,2023-10-27T17:03:00,"Mc Kinley St & Brownsville Rd Pittsburgh, PA 15210",Y,Knoxville,3,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 2706 Terroristic Threats. / 2701 Simple Assault.,3001,,,-79.99111403552268,40.40875287768544
3183688,324201217,23170982,10,2023-10-27T17:15:00,"4600 Block Centre Ave Pittsburgh, PA 15213",Y,North Oakland,4,SIMPLE ASSAULT,2701 Simple Assault. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,507,6,3,-79.95199168900636,40.451909654279476
3183689,324202160,23170451,99,2023-10-26T12:00:00,"2400 Block Wylie Ave Pittsburgh, PA 15219",N,Middle Hill,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,501,6,3,-79.97309074181233,40.44731300496074
3183690,324210608,23171189,15,2023-10-28T00:01:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm",1702,3,3,-79.98331001737412,40.42869280365664
3183691,324211624,23171178,10,2023-10-27T20:00:00,"600 Block Pressley St Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT,2709(a) Harassment.,2304,1,1,-79.99867967214155,40.45221882271537
3183692,324213818,23171195,18,2023-10-28T00:14:00,"1300 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 627.02(b)(i) Possessing a small amount of marijuana,1702,3,3,-79.98517842560688,40.428614936885786
3183693,324225982,23166635,2,2023-10-18T12:54:00,Zone OSC,Y,,OSC,RAPE,3121 Rape.,,,,,
3183694,-3707011045,23171588,10,2023-10-28T16:40:00,"1800 Block Fairland St Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT,2709(a) Harassment.,2901,,,,
3183695,324241972,23171355,27,2023-10-28T07:30:00,"7300 Block Hamilton Ave Pittsburgh, PA 15208",Y,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,9,2,-79.89564758083468,40.454024491261066
3183696,323355322,23164099,10,2023-10-15T21:35:00,"200 Block Elmore St Pittsburgh, PA 15219",Y,Terrace Village,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",511,6,3,-79.97541159867235,40.441835463228834
3183697,323361493,23164233,6,2023-10-16T06:00:00,"1100 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle,203,7,6,-79.99382483896278,40.44494897518172
3183698,323385908,23164293,6,2023-10-16T09:15:00,"300 Block Lehr Way Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT FROM AUTO,3934 Theft from Vehicle,1809,,,,
3183699,323400825,23164371,6,2023-10-16T12:16:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",705,,,,
3183700,-3707010910,23164292,6,2023-10-16T07:55:00,"800 Block Lillian St Pittsburgh, PA 15210",N,Allentown,3,THEFT FROM AUTO,3934 Theft from Vehicle,1803,3,5,-79.99355419559478,40.418619285998545
3183701,324715035,23175510,14,2023-11-04T14:00:00,"6300 Block Marchand St Pittsburgh, PA 15206",N,Shadyside,4,CRIM MISCHIEF,3304 Criminal Mischief.,708,8,2,-79.92235926619887,40.45720383333771
3183702,324716160,23175532,6,2023-11-04T17:05:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92217494469345,40.46516578481274
3183703,324717434,23175561,18,2023-11-04T18:00:00,"600 Block Larimer Ave Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4703 Operation of Vehicle without Official Certif. of Inspection / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4706 Prohib. on Expend. for Emission Insp Prog..,1204,,,,
3183704,324717564,23175574,6,2023-11-04T18:05:00,"200 Block Langley St Pittsburgh, PA 15214",N,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle,2614,6,1,-80.01102634749316,40.46313394436166
